Time Elapsed, CPU utilized, Memory usaged
973,251.8,1102299136
974,268.9,1102299136
975,242.9,1102299136
976,281.9,1102299136
977,249.7,1102299136
978,242.9,1102299136
979,269.8,1102299136
980,252.9,1102299136
981,274.8,1102299136
982,258.9,1102299136
983,264.6,1102299136
984,253.9,1102299136
985,269.7,1102299136
986,245.8,1102299136
987,269.9,1102299136
988,243.9,1102299136
989,162.9,1102303232
990,253.9,1102303232
991,233.9,1102491648
992,265.9,1102491648
993,250.6,1102491648
994,262.7,1102491648
995,269.4,1102491648
996,261.9,1102491648
997,265.9,1102491648
998,248.7,1102491648
999,270.9,1102491648
1000,243.9,1102491648
1001,284.8,1102491648
1002,264.9,1102491648
1003,256.8,1102491648
1004,256.9,1102491648
1005,240.9,1102491648
1006,261.9,1102487552
1007,265.9,1102487552
1008,242.8,1102467072
1009,259.9,1102475264
1010,271.9,1102512128
1011,258.8,1102512128
1012,265.8,1102512128
1013,251.9,1102585856
1014,257.7,1102585856
1015,270.8,1102585856
1016,270.9,1102585856
1017,271.3,1102585856
1018,269.9,1102585856
1019,244.9,1102589952
1020,256.8,1102589952
1021,253.7,1102589952
1022,264.8,1102589952
1023,251.9,1102757888
1024,265.6,1102934016
1025,259.9,1102934016
1026,265.7,1102934016
1027,274.9,1102934016
1028,248.9,1102934016
1029,203.9,1102946304
1030,234.9,1102946304
1031,249.9,1102946304
1032,250.9,1102946304
1033,252.9,1102946304
1034,243.8,1102946304
1035,277.7,1102946304
1036,259.8,1102946304
1037,260.9,1102946304
1038,249.8,1102946304
1039,253.9,1102946304
1040,234.0,1102950400
1041,219.7,1102954496
1042,268.8,1102954496
1043,255.8,1102954496
1044,247.9,1102954496
1045,267.9,1102954496
1046,258.9,1102954496
1047,280.7,1102954496
1048,267.9,1102954496
1049,216.8,1102954496
1050,258.8,1102954496
1051,243.9,1102954496
1052,244.7,1102954496
1053,222.8,1102954496
1054,260.7,1102954496
1055,233.7,1102954496
1056,252.8,1102954496
1057,245.9,1102954496
1058,275.9,1102954496
1059,259.8,1102954496
1060,268.9,1102954496
1061,271.8,1102954496
1062,232.9,1102958592
1063,234.7,1102958592
1064,266.8,1102958592
1065,267.7,1102958592
1066,248.9,1102958592
1067,235.9,1102958592
1068,273.9,1102958592
1069,236.9,1102958592
1070,267.9,1102958592
1071,247.8,1102958592
1072,270.9,1102958592
1073,254.4,1102958592
1074,237.6,1102958592
1075,251.8,1102958592
1076,280.9,1102958592
1077,263.8,1102958592
1078,258.7,1102958592
1079,266.7,1102958592
1080,260.9,1102958592
1081,272.8,1102962688
1082,271.7,1102962688
1083,245.8,1102979072
1084,235.8,1102979072
1085,203.9,1102979072
1086,236.5,1102979072
1087,153.7,1102966784
1088,181.8,1102987264
1089,195.8,1102987264
1090,198.8,1101930496
1091,199.7,1101930496
1092,212.9,1101930496
1093,180.7,1101930496
1094,185.9,1101938688
1095,226.6,1101938688
1096,177.9,1094074368
1097,173.7,1094074368
1098,211.7,1094074368
1099,199.8,1094062080
1100,169.8,1094062080
1101,187.9,1094062080
1102,243.0,1094062080
1103,169.9,1094086656
1104,214.9,1094086656
1105,218.9,1094086656
1106,209.7,1098407936
1107,216.4,1098407936
1108,236.8,1098407936
1109,176.6,1098407936
1110,201.9,1098534912
1111,225.1,1098534912
1112,224.8,1098534912
1113,247.4,1098534912
1114,221.9,1098534912
1115,246.9,1098534912
1116,228.3,1098723328
1117,231.8,1098719232
1118,186.9,1098743808
1119,231.9,1098743808
1120,252.9,1098743808
1121,257.9,1098743808
1122,243.9,1098743808
1123,264.8,1098743808
1124,265.9,1098743808
1125,255.8,1098743808
1126,198.9,1098743808
1127,202.8,1098739712
1128,207.8,1100668928
1129,250.8,1100668928
1130,215.9,1100668928
1131,223.9,1100668928
1132,235.2,1100668928
1133,250.2,1100668928
1134,250.8,1100668928
1135,214.9,1100677120
1136,257.8,1100824576
1137,262.9,1100824576
1138,268.9,1100890112
1139,254.9,1100890112
1140,255.8,1100890112
1141,273.8,1100890112
1142,263.9,1100890112
1143,237.7,1101135872
1144,270.4,1101135872
1145,233.8,1101135872
1146,255.9,1101148160
1147,269.9,1101148160
1148,219.8,1101152256
1149,273.8,1101152256
1150,249.4,1101152256
1151,272.7,1101152256
1152,267.4,1101152256
1153,263.7,1101152256
1154,262.9,1101152256
1155,264.7,1101152256
1156,264.4,1101152256
1157,265.0,1101152256
1158,245.9,1101152256
1159,246.9,1101152256
1160,255.7,1101152256
1161,270.8,1101152256
1162,267.9,1101152256
1163,195.8,1101152256
1164,219.7,1101152256
1165,249.8,1101152256
1166,248.7,1101152256
1167,245.8,1101258752
1168,247.9,1101262848
